27347.7656332363	6817.58052836282	5797.08717903226	13775.8907876292	5708.60181713121	5132.27705646892	29056.3543154458	29976.9314554783	184375.477026593	206572.569979524	6818.18999384784	5944.37202356446	193221.856761921
4005.17628125881	1453.91730613266	992.531206310679	2212.98336082245	1142.82385729575	857.593034520113	4490.05890511751	4605.54708589938	19735.6664574516	22818.8273502615	1571.17380509181	1216.52589619827	23611.1442384816
23161.0332981271	8892.57410109010	3098.41941502493	19999.7456878478	5778.15438302487	4617.20533827606	18265.7435944930	22167.0754025041	40529.7729709395	75903.8186758380	8346.75303361988	6547.16255532299	41764.2062810908
10130.5488372929	4054.33272650714	1932.70122549248	6605.12792874973	2346.67191414480	2320.00970389644	12046.8392791298	9953.69563561003	39544.5605173638	51688.5705501781	3801.25838943936	2672.09325655640	50572.7427989840
12003.2158742515	3225.30299274889	2990.92771913629	7017.12065629740	2105.39587192242	2577.18723624072	10856.6582800302	13277.8501836910	39820.0728220938	46410.0128822285	4153.75270467757	2907.01595967429	41254.3267508116
21315.0115281174	4876.84708318826	3581.52870363095	8956.56658076584	3694.69348518881	3684.36513689659	15436.6168937953	20468.0967916140	97105.8413022965	114015.892567157	4684.93675695968	3686.50026008724	97505.6553686094
31443.0376913499	14589.7163592961	5775.84452931992	28830.5683216694	9731.28953046428	5304.42801566143	23983.3697921771	28259.4374635067	174066.681458557	196865.483659268	20396.8704634976	8127.88626963414	155297.602749999
12382.2823771766	3299.61618195538	2703.28438945556	6126.31241263006	2663.29271820550	2598.55816498353	10073.8633754101	12396.7272457851	51639.1301643923	47707.7896234600	3132.00260081463	2785.91036013813	37855.2965743119
8804.06953918066	2484.21708969450	2003.81671676139	4916.55819156904	2111.64238493631	1777.83490375679	5489.46979438974	7422.99765083437	13731.7833262851	14350.8219289463	2760.17617037844	2378.53869234681	14703.6612125310
26007.8310655549	8650.37050916516	5918.09984929698	19868.8836476803	8630.82101883988	4509.17744386486	17326.5780963044	24153.4151672180	121598.558936788	108158.225974834	8714.20967238311	6591.65093740682	79243.6321953416
47591.3135961464	12405.7085881308	5526.55347148266	23974.9041740949	7869.99236464595	8316.49806344167	28468.3302916338	38867.4178253733	178217.019836265	210175.323386019	10513.4474759261	8125.72719591663	177256.148968453
13839.3058357367	6911.89312032989	5625.47731514518	16093.6228852571	3165.52508640709	4244.05755083337	19806.7499151799	19411.2071987130	98461.0664465271	90874.1176417767	7853.15082546420	6473.09404651533	93283.2149316627
34677.5303821224	8868.74359532985	4567.12753450143	14878.9527532159	5749.24458355467	4214.23494902675	24612.7126413409	31467.3054755338	190131.929401086	178691.745869711	7962.97516718564	5853.30320490011	163745.841711510
21302.4200868319	5326.25469276875	4003.04335847539	9887.41496033618	4040.81573950031	3811.00685511252	19452.5444668887	22054.3465333876	106142.821938583	112264.329947835	5158.29462526545	4203.00759855782	89195.0862894009
3391.83495530913	2264.64209838920	897.761973257392	3397.74453902472	787.767482882304	732.646733312273	2796.73803207874	3686.96049790321	9744.52135382826	19428.1135078885	1994.04912999934	975.734551643640	14007.9592282733
28409.7766472802	6299.38384903238	4707.55368901287	11983.6540141383	4017.55178657574	4638.60812236653	16601.3603930494	23410.6460954902	121481.263826765	114322.032991977	5487.64700893241	4302.22631281833	93694.1927874353
7616.08009456950	2622.93642852796	1525.70645973492	4758.03909465869	1573.08092454029	1958.36764856001	9192.62149664230	8652.49497393042	51355.4156928890	48272.2724207561	2892.90065002463	1914.61017663773	50906.6244564339
