13775.8907876292	5797.08717903226	5708.60181713121	7583.59238176046	5132.27705646892	6817.58052836282	6818.18999384784	5944.37202356446	27347.7656332363	32533.0575318125	45319.8730100692	29056.3543154458	36220.8570169074	61878.2498189054	29976.9314554783	193221.856761921	184375.477026593	575346.074535430	206572.569979524	272836.414996334	238134.287587117	228033.322678162
2212.98336082245	992.531206310679	1142.82385729575	1483.68618667163	857.593034520113	1453.91730613266	1571.17380509181	1216.52589619827	4005.17628125881	4698.02868774424	7170.41741747137	4490.05890511751	5649.79869263707	7286.28665298871	4605.54708589938	23611.1442384816	19735.6664574516	57375.6938958200	22818.8273502615	35408.0015974845	32363.1881775385	23613.7792438107
19999.7456878478	3098.41941502493	5778.15438302487	13666.4790244631	4617.20533827606	8892.57410109010	8346.75303361988	6547.16255532299	23161.0332981271	25528.6564537285	44228.8117914230	18265.7435944930	23610.1781983440	106938.725000314	22167.0754025041	41764.2062810908	40529.7729709395	1069270.15642079	75903.8186758380	132290.499714209	101912.252834520	75899.7125175483
6605.12792874973	1932.70122549248	2346.67191414480	4754.36181671925	2320.00970389644	4054.33272650714	3801.25838943936	2672.09325655640	10130.5488372929	11194.2837102815	17948.7727867740	12046.8392791298	19462.8522560377	35060.6875348833	9953.69563561003	50572.7427989840	39544.5605173638	300569.728224139	51688.5705501781	87617.9659582935	76066.1329397827	52727.4545807157
7017.12065629740	2990.92771913629	2105.39587192242	3822.41218581912	2577.18723624072	3225.30299274889	4153.75270467757	2907.01595967429	12003.2158742515	14143.4634811683	17991.8708609859	10856.6582800302	19231.5453277662	31190.9194328642	13277.8501836910	41254.3267508116	39820.0728220938	297304.682025927	46410.0128822285	75520.9594587479	66518.2757735813	49253.1136735644
8956.56658076584	3581.52870363095	3694.69348518881	5428.22977172207	3684.36513689659	4876.84708318826	4684.93675695968	3686.50026008724	21315.0115281174	22226.2539868090	28763.1451455156	15436.6168937953	32352.3760884911	45718.8535010224	20468.0967916140	97505.6553686094	97105.8413022965	431898.580930230	114015.892567157	145985.005610957	133594.017390011	113298.203329571
28830.5683216694	5775.84452931992	9731.28953046428	20279.6757423331	5304.42801566143	14589.7163592961	20396.8704634976	8127.88626963414	31443.0376913499	31300.3216117399	64955.0718470147	23983.3697921771	74200.8591409260	155524.517981810	28259.4374635067	155297.602749999	174066.681458557	1526974.64309038	196865.483659268	317289.209845346	234716.604733042	242617.359012777
6126.31241263006	2703.28438945556	2663.29271820550	3874.13209855998	2598.55816498353	3299.61618195538	3132.00260081463	2785.91036013813	12382.2823771766	12322.2249124163	19140.4556527065	10073.8633754101	13193.0284016904	30340.6478053224	12396.7272457851	37855.2965743119	51639.1301643923	283480.842438561	47707.7896234600	86588.3454241736	65022.7854290866	63422.7750382809
4916.55819156904	2003.81671676139	2111.64238493631	2585.75747345790	1777.83490375679	2484.21708969450	2760.17617037844	2378.53869234681	8804.06953918066	6293.01614608201	11538.3086466074	5489.46979438974	8800.29916143152	18440.9065558187	7422.99765083437	14703.6612125310	13731.7833262851	171370.108112763	14350.8219289463	42997.5314417640	38794.9453681256	14530.6265657032
19868.8836476803	5918.09984929698	8630.82101883988	11943.9876208907	4509.17744386486	8650.37050916516	8714.20967238311	6591.65093740682	26007.8310655549	21926.2119849048	41077.9999411840	17326.5780963044	52557.3475607109	99380.0063455168	24153.4151672180	79243.6321953416	121598.558936788	980295.020402487	108158.225974834	208413.931589119	146117.516503931	146918.858494570
23974.9041740949	5526.55347148266	7869.99236464595	15452.0690465466	8316.49806344167	12405.7085881308	10513.4474759261	8125.72719591663	47591.3135961464	43363.0618676027	65880.4867079812	28468.3302916338	57686.3283527996	118780.185392480	38867.4178253733	177256.148968453	178217.019836265	1215104.72832789	210175.323386019	284395.703666559	251609.820455443	216873.578704531
16093.6228852571	5625.47731514518	3165.52508640709	8746.67527714538	4244.05755083337	6911.89312032989	7853.15082546420	6473.09404651533	13839.3058357367	14561.4870633580	41539.3274459174	19806.7499151799	37577.5425263774	85224.9740696117	19411.2071987130	93283.2149316627	98461.0664465271	796604.997102006	90874.1176417767	197054.847650659	147162.339276329	122941.849275395
14878.9527532159	4567.12753450143	5749.24458355467	8953.37769681119	4214.23494902675	8868.74359532985	7962.97516718564	5853.30320490011	34677.5303821224	33152.6995634626	45801.6461480494	24612.7126413409	38858.6844928709	57093.6777575767	31467.3054755338	163745.841711510	190131.929401086	544303.748050761	178691.745869711	249565.729393470	213838.351626136	206922.399095729
9887.41496033618	4003.04335847539	4040.81573950031	6157.02437691271	3811.00685511252	5326.25469276875	5158.29462526545	4203.00759855782	21302.4200868319	21915.0140684164	30913.0966768037	19452.5444668887	22700.1559272293	45381.3464339383	22054.3465333876	89195.0862894009	106142.821938583	447355.711352918	112264.329947835	151727.250033112	120562.791899848	124473.723940304
3397.74453902472	897.761973257392	787.767482882304	2608.45082693766	732.646733312273	2264.64209838920	1994.04912999934	975.734551643640	3391.83495530913	4605.48013415275	7725.11554996382	2796.73803207874	8781.43824777459	9931.38982147832	3686.96049790321	14007.9592282733	9744.52135382826	88154.8017970722	19428.1135078885	27525.6388331440	22119.3134948833	19437.0517709650
